test#,src,dest,airDistance,shortest solutionDistance,shortest sumDistance,shortest sumTime,shortest sumFuel,shortest callsToExpand,shortest cpuTime,shortest pathLength,fastest solutionDistance,fastest sumDistance,fastest sumTime,fastest sumFuel,fastest callsToExpand,fastest cpuTime,fastest pathLength,economic1 solutionDistance,economic1 sumDistance,economic1 sumTime,economic1 sumFuel,economic1 callsToExpand,economic1 cpuTime,economic1 pathLength,economic2 solutionDistance,economic2 sumDistance,economic2 sumTime,economic2 sumFuel,economic2 callsToExpand,economic2 cpuTime,economic2 pathLength,hybrid1 solutionDistance,hybrid1 sumDistance,hybrid1 sumTime,hybrid1 sumFuel,hybrid1 callsToExpand,hybrid1 cpuTime,hybrid1 pathLength,hybrid2 solutionDistance,hybrid2 sumDistance,hybrid2 sumTime,hybrid2 sumFuel,hybrid2 callsToExpand,hybrid2 cpuTime,hybrid2 pathLength,
0,452338,271665,82.4798632715,109570,109570,1.71072877329,11.0043737734,685123,79,3338,1.36820611361,114182,1.36820611361,10.3975978355,473486,30,2682,10.0838277778,114168,1.368382671,10.3962929293,343514,57,2686,8.40844834332,114155,1.36826857486,9.57959961982,325161,53,2676,32875.8513607,109570,1.71072877329,11.0043737734,685097,130,3338,32875.1095667,109570,1.71072877329,9.66445006938,685102,129,3338,
